essentials,bed_arm_left,1,/cad/printed_parts/essentials/stl/bed_arm_left.stl
essentials,xy_motor_cage_bottom_right,1,/cad/printed_parts/essentials/stl/xy_motor_cage_bottom_right.stl
essentials,xy_motor_cage_top_right,1,/cad/printed_parts/essentials/stl/xy_motor_cage_top_right.stl
essentials,xy_idler_left,1,/cad/printed_parts/essentials/stl/xy_idler_left.stl
essentials,lead_screw_motor_cage_back,1,/cad/printed_parts/essentials/stl/lead_screw_motor_cage_back.stl
essentials,motor_support_r,1,/cad/printed_parts/essentials/stl/motor_support_r.stl
essentials,xy_joiner_left,1,/cad/printed_parts/essentials/stl/xy_joiner_left.stl
essentials,xy_motor_cage_bottom_left,1,/cad/printed_parts/essentials/stl/xy_motor_cage_bottom_left.stl
essentials,xy_joiner_right,1,/cad/printed_parts/essentials/stl/xy_joiner_right.stl
essentials,lead_screw_motor_cage_front,2,/cad/printed_parts/essentials/stl/lead_screw_motor_cage_front.stl
essentials,bed_cable_relief,1,/cad/printed_parts/essentials/stl/bed_cable_relief.stl
essentials,bed_arm_right,1,/cad/printed_parts/essentials/stl/bed_arm_right.stl
essentials,bed_arm_back,1,/cad/printed_parts/essentials/stl/bed_arm_back.stl
essentials,motor_support_l,1,/cad/printed_parts/essentials/stl/motor_support_l.stl
essentials,cable_tie,1,/cad/printed_parts/essentials/stl/cable_tie.stl
essentials,xy_motor_cage_top_left,1,/cad/printed_parts/essentials/stl/xy_motor_cage_top_left.stl
essentials,pillow_block,3,/cad/printed_parts/essentials/stl/pillow_block.stl
essentials,xy_idler_right,1,/cad/printed_parts/essentials/stl/xy_idler_right.stl
essentials,MGN12 3030 Centering Tool V1.0,1,/cad/printed_parts/essentials/stl/MGN12 3030 Centering Tool V1.0.stl
